time, chassis::C.p.e[REAL], chassis::C.mChassis[REAL], chassis::C.kChassis[REAL], chassis::I1.mChassis[REAL], chassis::OneJunction2.flow[REAL], chassis::OneJunction2.p1.e[REAL], chassis::OneJunction2.p2.e[REAL], chassis::OneJunction2.p3.e[REAL], chassis::OneJunction2.p1.f[REAL], chassis::OneJunction2.p2.f[REAL], chassis::OneJunction2.p3.f[REAL], chassis::OneJunction5.flow[REAL], chassis::OneJunction5.p1.e[REAL], chassis::OneJunction5.p2.e[REAL], chassis::OneJunction5.p3.e[REAL], chassis::OneJunction5.p1.f[REAL], chassis::OneJunction5.p2.f[REAL], chassis::OneJunction5.p3.f[REAL], chassis::QSensor.p1.e[REAL], chassis::QSensor.p2.e[REAL], chassis::QSensor.p2.f[REAL], chassis::R.p.e[REAL], chassis::R.p.f[REAL], chassis::R.dChassis[REAL], chassis::Se1.p.e[REAL], chassis::Se1.p.f[REAL], chassis::Se1.mChassis[REAL], chassis::Se1.flow[REAL], chassis::ZeroJunction6.effort[REAL], chassis::ZeroJunction6.p1.e[REAL], chassis::ZeroJunction6.p2.e[REAL], chassis::ZeroJunction6.p3.e[REAL], chassis::ZeroJunction6.p1.f[REAL], chassis::ZeroJunction6.p2.f[REAL], chassis::ZeroJunction6.p3.f[REAL], chassis::p.e[REAL], chassis::p.f[REAL], chassis::zChassis[REAL], chassis::C.p.f[REAL], chassis::C.zDelta[REAL], chassis::C.zDeltaInit[REAL], chassis::I1.p.e[REAL], chassis::I1.moment[REAL], chassis::I1.moment_initial[REAL], chassis::I1.p.f[REAL], chassis::I1.zChassis[REAL], chassis::I1.zChassisInit[REAL], chassis::QSensor.p1.f[REAL], chassis::QSensor.q[REAL], ground::Derivative.input[REAL], ground::Derivative.output[REAL], ground::Derivative.fh[REAL], ground::MSf.p.e[REAL], ground::MSf.p.f[REAL], ground::MSf.flow[REAL], ground::MSf.effort[REAL], ground::Splitter1.input[REAL], ground::Splitter1.output1[REAL], ground::Splitter1.output2[REAL], ground::Step.output[REAL], ground::Step.amplitude[REAL], ground::Step.start_time[REAL], ground::p.e[REAL], ground::p.f[REAL], ground::zGround[REAL], ground::Derivative.rate_int[REAL], ground::Derivative.initial[REAL], wheel::C.p.e[REAL], wheel::C.mWheel[REAL], wheel::C.mChassis[REAL], wheel::C.kWheel[REAL], wheel::I.mWheel[REAL], wheel::OneJunction.flow[REAL], wheel::OneJunction.p1.e[REAL], wheel::OneJunction.p2.e[REAL], wheel::OneJunction.p3.e[REAL], wheel::OneJunction.p4.e[REAL], wheel::OneJunction.p1.f[REAL], wheel::OneJunction.p2.f[REAL], wheel::OneJunction.p3.f[REAL], wheel::OneJunction.p4.f[REAL], wheel::OneJunction4.flow[REAL], wheel::OneJunction4.p1.e[REAL], wheel::OneJunction4.p2.e[REAL], wheel::OneJunction4.p3.e[REAL], wheel::OneJunction4.p1.f[REAL], wheel::OneJunction4.p2.f[REAL], wheel::OneJunction4.p3.f[REAL], wheel::QSensor1.p1.e[REAL], wheel::QSensor1.p2.e[REAL], wheel::QSensor1.p2.f[REAL], wheel::R.p.e[REAL], wheel::R.p.f[REAL], wheel::R.dWheel[REAL], wheel::Se.p.e[REAL], wheel::Se.p.f[REAL], wheel::Se.mWheel[REAL], wheel::Se.flow[REAL], wheel::ZeroJunction5.effort[REAL], wheel::ZeroJunction5.p1.e[REAL], wheel::ZeroJunction5.p2.e[REAL], wheel::ZeroJunction5.p3.e[REAL], wheel::ZeroJunction5.p1.f[REAL], wheel::ZeroJunction5.p2.f[REAL], wheel::ZeroJunction5.p3.f[REAL], wheel::p.e[REAL], wheel::p.f[REAL], wheel::p1.e[REAL], wheel::p1.f[REAL], wheel::zWheel[REAL], wheel::C.p.f[REAL], wheel::C.zDelta[REAL], wheel::C.zDeltaInit[REAL], wheel::I.p.e[REAL], wheel::I.moment[REAL], wheel::I.moment_initial[REAL], wheel::I.p.f[REAL], wheel::I.zWheel[REAL], wheel::I.zWheelInit[REAL], wheel::QSensor1.p1.f[REAL], wheel::QSensor1.q[REAL]
0.89, 3922.468698, 400.000000, 15000.000000, 400.000000, 0.000180, -0.570043, -3922.660000, 3922.089957, 0.000180, 0.000180, 0.000180, -0.000379, 3922.089957, 3922.468698, -0.378741, -0.000379, -0.000379, -0.000379, -0.570043, -0.570043, 0.000180, -0.378741, -0.000379, 1000.000000, -3922.660000, 0.000180, 400.000000, 0.000180, 3922.089957, 3922.089957, 3922.089957, 3922.089957, -0.000379, -0.000198, 0.000180, 3922.089957, 0.000054, 0.999929, -0.000379, 0.261498, 0.261511, -0.570043, 0.072102, 0.000000, 0.000180, 0.999929, 1.000000, 0.000180, 0.999929, 0.000000, 0.000000, 10.000000, 4315.170497, 0.000000, 0.000000, 4315.170497, 0.000000, 0.000000, 0.000000, 0.000000, 0.100000, 1.000000, 4315.282962, 0.000000, 0.000000, 0.000000, 0.000000, 4315.282962, 40.000000, 400.000000, 150000.000000, 40.000000, 0.000054, 1.035166, 3921.981796, -392.266000, 4315.282962, 0.000054, 0.000054, 0.000054, 0.000054, -0.000054, 4315.282962, 4315.282962, -0.000000, -0.000054, -0.000054, -0.000054, 3921.981796, 3921.981796, 0.000054, -0.000000, -0.000054, 0.000000, -392.266000, 0.000054, 40.000000, 0.000054, 4315.282962, 4315.282962, 4315.282962, 4315.282962, -0.000054, 0.000000, 0.000054, 4315.282962, 0.000000, 3922.089957, 0.000054, 0.499998, -0.000054, 0.028769, 0.028766, 1.035166, 0.002149, 0.000000, 0.000054, 0.499998, 0.500000, 0.000054, 0.499998
0.9, 3922.449707, 400.000000, 15000.000000, 400.000000, 0.000172, -0.328632, -3922.660000, 3922.331368, 0.000172, 0.000172, 0.000172, -0.000118, 3922.331368, 3922.449707, -0.118338, -0.000118, -0.000118, -0.000118, -0.328632, -0.328632, 0.000172, -0.118338, -0.000118, 1000.000000, -3922.660000, 0.000172, 400.000000, 0.000172, 3922.331368, 3922.331368, 3922.331368, 3922.331368, -0.000118, 0.000054, 0.000172, 3922.331368, 0.000262, 0.999930, -0.000118, 0.261497, 0.261511, -0.328632, 0.068823, 0.000000, 0.000172, 0.999930, 1.000000, 0.000172, 0.999930, 0.000000, 0.000000, 10.000000, 4315.282962, 0.000000, 0.000000, 4315.282962, 0.000000, 0.000000, 0.000000, 0.000000, 0.100000, 1.000000, 4315.038240, 0.000000, 0.000000, 0.000000, 0.000000, 4315.038240, 40.000000, 400.000000, 150000.000000, 40.000000, 0.000262, 0.682284, 3922.089957, -392.266000, 4315.038240, 0.000262, 0.000262, 0.000262, 0.000262, -0.000262, 4315.038240, 4315.038240, -0.000000, -0.000262, -0.000262, -0.000262, 3922.089957, 3922.089957, 0.000262, -0.000000, -0.000262, 0.000000, -392.266000, 0.000262, 40.000000, 0.000262, 4315.038240, 4315.038240, 4315.038240, 4315.038240, -0.000262, 0.000000, 0.000262, 4315.038240, 0.000000, 3922.331368, 0.000262, 0.499999, -0.000262, 0.028767, 0.028766, 0.682284, 0.010475, 0.000000, 0.000262, 0.499999, 0.500000, 0.000262, 0.499999
0.91, 3922.462886, 400.000000, 15000.000000, 400.000000, 0.000169, -0.104405, -3922.660000, 3922.555595, 0.000169, 0.000169, 0.000169, 0.000093, 3922.555595, 3922.462886, 0.092708, 0.000093, 0.000093, 0.000093, -0.104405, -0.104405, 0.000169, 0.092708, 0.000093, 1000.000000, -3922.660000, 0.000169, 400.000000, 0.000169, 3922.555595, 3922.555595, 3922.555595, 3922.555595, 0.000093, 0.000262, 0.000169, 3922.555595, 0.000319, 0.999932, 0.000093, 0.261498, 0.261511, -0.104405, 0.067662, 0.000000, 0.000169, 0.999932, 1.000000, 0.000169, 0.999932, 0.000000, 0.000000, 10.000000, 4315.038240, 0.000000, 0.000000, 4315.038240, 0.000000, 0.000000, 0.000000, 0.000000, 0.100000, 1.000000, 4314.588010, 0.000000, 0.000000, 0.000000, 0.000000, 4314.588010, 40.000000, 400.000000, 150000.000000, 40.000000, 0.000319, -0.009359, 3922.331368, -392.266000, 4314.588010, 0.000319, 0.000319, 0.000319, 0.000319, -0.000319, 4314.588010, 4314.588010, -0.000000, -0.000319, -0.000319, -0.000319, 3922.331368, 3922.331368, 0.000319, -0.000000, -0.000319, 0.000000, -392.266000, 0.000319, 40.000000, 0.000319, 4314.588010, 4314.588010, 4314.588010, 4314.588010, -0.000319, 0.000000, 0.000319, 4314.588010, 0.000000, 3922.555595, 0.000319, 0.500002, -0.000319, 0.028764, 0.028766, -0.009359, 0.012742, 0.000000, 0.000319, 0.500002, 0.500000, 0.000319, 0.500002
0.92, 3922.485234, 400.000000, 15000.000000, 400.000000, 0.000168, -0.024436, -3922.660000, 3922.635564, 0.000168, 0.000168, 0.000168, 0.000150, 3922.635564, 3922.485234, 0.150331, 0.000150, 0.000150, 0.000150, -0.024436, -0.024436, 0.000168, 0.150331, 0.000150, 1000.000000, -3922.660000, 0.000168, 400.000000, 0.000168, 3922.635564, 3922.635564, 3922.635564, 3922.635564, 0.000150, 0.000319, 0.000168, 3922.635564, 0.000207, 0.999934, 0.000150, 0.261499, 0.261511, -0.024436, 0.067292, 0.000000, 0.000168, 0.999934, 1.000000, 0.000168, 0.999934, 0.000000, 0.000000, 10.000000, 4314.588010, 0.000000, 0.000000, 4314.588010, 0.000000, 0.000000, 0.000000, 0.000000, 0.100000, 1.000000, 4314.180610, 0.000000, 0.000000, 0.000000, 0.000000, 4314.180610, 40.000000, 400.000000, 150000.000000, 40.000000, 0.000207, -0.640985, 3922.555595, -392.266000, 4314.180610, 0.000207, 0.000207, 0.000207, 0.000207, -0.000207, 4314.180610, 4314.180610, -0.000000, -0.000207, -0.000207, -0.000207, 3922.555595, 3922.555595, 0.000207, -0.000000, -0.000207, 0.000000, -392.266000, 0.000207, 40.000000, 0.000207, 4314.180610, 4314.180610, 4314.180610, 4314.180610, -0.000207, 0.000000, 0.000207, 4314.180610, 0.000000, 3922.635564, 0.000207, 0.500005, -0.000207, 0.028761, 0.028766, -0.640985, 0.008265, 0.000000, 0.000207, 0.500005, 0.500000, 0.000207, 0.500005
0.93, 3922.491515, 400.000000, 15000.000000, 400.000000, 0.000165, -0.126849, -3922.660000, 3922.533151, 0.000165, 0.000165, 0.000165, 0.000042, 3922.533151, 3922.491515, 0.041635, 0.000042, 0.000042, 0.000042, -0.126849, -0.126849, 0.000165, 0.041635, 0.000042, 1000.000000, -3922.660000, 0.000165, 400.000000, 0.000165, 3922.533151, 3922.533151, 3922.533151, 3922.533151, 0.000042, 0.000207, 0.000165, 3922.533151, 0.000000, 0.999935, 0.000042, 0.261499, 0.261511, -0.126849, 0.065995, 0.000000, 0.000165, 0.999935, 1.000000, 0.000165, 0.999935, 0.000000, 0.000000, 10.000000, 4314.180610, 0.000000, 0.000000, 4314.180610, 0.000000, 0.000000, 0.000000, 0.000000, 0.100000, 1.000000, 4314.020224, 0.000000, 0.000000, 0.000000, 0.000000, 4314.020224, 40.000000, 400.000000, 150000.000000, 40.000000, 0.000000, -0.881341, 3922.635564, -392.266000, 4314.020224, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 4314.020224, 4314.020224, -0.000000, -0.000000, -0.000000, -0.000000, 3922.635564, 3922.635564, 0.000000, -0.000000, -0.000000, 0.000000, -392.266000, 0.000000, 40.000000, 0.000000, 4314.020224, 4314.020224, 4314.020224, 4314.020224, -0.000000, 0.000000, 0.000000, 4314.020224, 0.000000, 3922.533151, 0.000000, 0.500006, -0.000000, 0.028760, 0.028766, -0.881341, 0.000007, 0.000000, 0.000000, 0.500006, 0.500000, 0.000000, 0.500006
0.94, 3922.467930, 400.000000, 15000.000000, 400.000000, 0.000157, -0.348457, -3922.660000, 3922.311543, 0.000157, 0.000157, 0.000157, -0.000156, 3922.311543, 3922.467930, -0.156387, -0.000156, -0.000156, -0.000156, -0.348457, -0.348457, 0.000157, -0.156387, -0.000156, 1000.000000, -3922.660000, 0.000157, 400.000000, 0.000157, 3922.311543, 3922.311543, 3922.311543, 3922.311543, -0.000156, 0.000000, 0.000157, 3922.311543, -0.000183, 0.999937, -0.000156, 0.261498, 0.261511, -0.348457, 0.062622, 0.000000, 0.000157, 0.999937, 1.000000, 0.000157, 0.999937, 0.000000, 0.000000, 10.000000, 4314.020224, 0.000000, 0.000000, 4314.020224, 0.000000, 0.000000, 0.000000, 0.000000, 0.100000, 1.000000, 4314.162131, 0.000000, 0.000000, 0.000000, 0.000000, 4314.162131, 40.000000, 400.000000, 150000.000000, 40.000000, -0.000183, -0.637020, 3922.533151, -392.266000, 4314.162131, -0.000183, -0.000183, -0.000183, -0.000183, 0.000183, 4314.162131, 4314.162131, 0.000000, 0.000183, 0.000183, 0.000183, 3922.533151, 3922.533151, -0.000183, 0.000000, 0.000183, 0.000000, -392.266000, -0.000183, 40.000000, -0.000183, 4314.162131, 4314.162131, 4314.162131, 4314.162131, 0.000183, 0.000000, -0.000183, 4314.162131, 0.000000, 3922.311543, -0.000183, 0.500005, 0.000183, 0.028761, 0.028766, -0.637020, -0.007320, 0.000000, -0.000183, 0.500005, 0.500000, -0.000183, 0.500005
0.95, 3922.418462, 400.000000, 15000.000000, 400.000000, 0.000143, -0.567428, -3922.660000, 3922.092572, 0.000143, 0.000143, 0.000143, -0.000326, 3922.092572, 3922.418462, -0.325891, -0.000326, -0.000326, -0.000326, -0.567428, -0.567428, 0.000143, -0.325891, -0.000326, 1000.000000, -3922.660000, 0.000143, 400.000000, 0.000143, 3922.092572, 3922.092572, 3922.092572, 3922.092572, -0.000326, -0.000183, 0.000143, 3922.092572, -0.000248, 0.999938, -0.000326, 0.261495, 0.261511, -0.567428, 0.057156, 0.000000, 0.000143, 0.999938, 1.000000, 0.000143, 0.999938, 0.000000, 0.000000, 10.000000, 4314.162131, 0.000000, 0.000000, 4314.162131, 0.000000, 0.000000, 0.000000, 0.000000, 0.100000, 1.000000, 4314.496579, 0.000000, 0.000000, 0.000000, 0.000000, 4314.496579, 40.000000, 400.000000, 150000.000000, 40.000000, -0.000248, -0.080964, 3922.311543, -392.266000, 4314.496579, -0.000248, -0.000248, -0.000248, -0.000248, 0.000248, 4314.496579, 4314.496579, 0.000000, 0.000248, 0.000248, 0.000248, 3922.311543, 3922.311543, -0.000248, 0.000000, 0.000248, 0.000000, -392.266000, -0.000248, 40.000000, -0.000248, 4314.496579, 4314.496579, 4314.496579, 4314.496579, 0.000248, 0.000000, -0.000248, 4314.496579, 0.000000, 3922.092572, -0.000248, 0.500003, 0.000248, 0.028763, 0.028766, -0.080964, -0.009919, 0.000000, -0.000248, 0.500003, 0.500000, -0.000248, 0.500003
0.96, 3922.361201, 400.000000, 15000.000000, 400.000000, 0.000127, -0.673374, -3922.660000, 3921.986626, 0.000127, 0.000127, 0.000127, -0.000375, 3921.986626, 3922.361201, -0.374575, -0.000375, -0.000375, -0.000375, -0.673374, -0.673374, 0.000127, -0.374575, -0.000375, 1000.000000, -3922.660000, 0.000127, 400.000000, 0.000127, 3921.986626, 3921.986626, 3921.986626, 3921.986626, -0.000375, -0.000248, 0.000127, 3921.986626, -0.000171, 0.999940, -0.000375, 0.261491, 0.261511, -0.673374, 0.050636, 0.000000, 0.000127, 0.999940, 1.000000, 0.000127, 0.999940, 0.000000, 0.000000, 10.000000, 4314.496579, 0.000000, 0.000000, 4314.496579, 0.000000, 0.000000, 0.000000, 0.000000, 0.100000, 1.000000, 4314.821946, 0.000000, 0.000000, 0.000000, 0.000000, 4314.821946, 40.000000, 400.000000, 150000.000000, 40.000000, -0.000171, 0.463375, 3922.092572, -392.266000, 4314.821946, -0.000171, -0.000171, -0.000171, -0.000171, 0.000171, 4314.821946, 4314.821946, 0.000000, 0.000171, 0.000171, 0.000171, 3922.092572, 3922.092572, -0.000171, 0.000000, 0.000171, 0.000000, -392.266000, -0.000171, 40.000000, -0.000171, 4314.821946, 4314.821946, 4314.821946, 4314.821946, 0.000171, 0.000000, -0.000171, 4314.821946, 0.000000, 3921.986626, -0.000171, 0.500001, 0.000171, 0.028765, 0.028766, 0.463375, -0.006851, 0.000000, -0.000171, 0.500001, 0.500000, -0.000171, 0.500001
0.97, 3922.317470, 400.000000, 15000.000000, 400.000000, 0.000111, -0.625091, -3922.660000, 3922.034909, 0.000111, 0.000111, 0.000111, -0.000283, 3922.034909, 3922.317470, -0.282561, -0.000283, -0.000283, -0.000283, -0.625091, -0.625091, 0.000111, -0.282561, -0.000283, 1000.000000, -3922.660000, 0.000111, 400.000000, 0.000111, 3922.034909, 3922.034909, 3922.034909, 3922.034909, -0.000283, -0.000171, 0.000111, 3922.034909, -0.000007, 0.999941, -0.000283, 0.261488, 0.261511, -0.625091, 0.044511, 0.000000, 0.000111, 0.999941, 1.000000, 0.000111, 0.999941, 0.000000, 0.000000, 10.000000, 4314.821946, 0.000000, 0.000000, 4314.821946, 0.000000, 0.000000, 0.000000, 0.000000, 0.100000, 1.000000, 4314.960281, 0.000000, 0.000000, 0.000000, 0.000000, 4314.960281, 40.000000, 400.000000, 150000.000000, 40.000000, -0.000007, 0.707654, 3921.986626, -392.266000, 4314.960281, -0.000007, -0.000007, -0.000007, -0.000007, 0.000007, 4314.960281, 4314.960281, 0.000000, 0.000007, 0.000007, 0.000007, 3921.986626, 3921.986626, -0.000007, 0.000000, 0.000007, 0.000000, -392.266000, -0.000007, 40.000000, -0.000007, 4314.960281, 4314.960281, 4314.960281, 4314.960281, 0.000007, 0.000000, -0.000007, 4314.960281, 0.000000, 3922.034909, -0.000007, 0.500000, 0.000007, 0.028766, 0.028766, 0.707654, -0.000277, 0.000000, -0.000007, 0.500000, 0.500000, -0.000007, 0.500000
0.98, 3922.300208, 400.000000, 15000.000000, 400.000000, 0.000100, -0.466326, -3922.660000, 3922.193674, 0.000100, 0.000100, 0.000100, -0.000107, 3922.193674, 3922.300208, -0.106534, -0.000107, -0.000107, -0.000107, -0.466326, -0.466326, 0.000100, -0.106534, -0.000107, 1000.000000, -3922.660000, 0.000100, 400.000000, 0.000100, 3922.193674, 3922.193674, 3922.193674, 3922.193674, -0.000107, -0.000007, 0.000100, 3922.193674, 0.000149, 0.999942, -0.000107, 0.261487, 0.261511, -0.466326, 0.039845, 0.000000, 0.000100, 0.999942, 1.000000, 0.000100, 0.999942, 0.000000, 0.000000, 10.000000, 4314.960281, 0.000000, 0.000000, 4314.960281, 0.000000, 0.000000, 0.000000, 0.000000, 0.100000, 1.000000, 4314.849925, 0.000000, 0.000000, 0.000000, 0.000000, 4314.849925, 40.000000, 400.000000, 150000.000000, 40.000000, 0.000149, 0.549016, 3922.034909, -392.266000, 4314.849925, 0.000149, 0.000149, 0.000149, 0.000149, -0.000149, 4314.849925, 4314.849925, -0.000000, -0.000149, -0.000149, -0.000149, 3922.034909, 3922.034909, 0.000149, -0.000000, -0.000149, 0.000000, -392.266000, 0.000149, 40.000000, 0.000149, 4314.849925, 4314.849925, 4314.849925, 4314.849925, -0.000149, 0.000000, 0.000149, 4314.849925, 0.000000, 3922.193674, 0.000149, 0.500001, -0.000149, 0.028766, 0.028766, 0.549016, 0.005969, 0.000000, 0.000149, 0.500001, 0.500000, 0.000149, 0.500001
0.99, 3922.307843, 400.000000, 15000.000000, 400.000000, 0.000092, -0.294903, -3922.660000, 3922.365097, 0.000092, 0.000092, 0.000092, 0.000057, 3922.365097, 3922.307843, 0.057254, 0.000057, 0.000057, 0.000057, -0.294903, -0.294903, 0.000092, 0.057254, 0.000057, 1000.000000, -3922.660000, 0.000092, 400.000000, 0.000092, 3922.365097, 3922.365097, 3922.365097, 3922.365097, 0.000057, 0.000149, 0.000092, 3922.365097, 0.000214, 0.999943, 0.000057, 0.261487, 0.261511, -0.294903, 0.036791, 0.000000, 0.000092, 0.999943, 1.000000, 0.000092, 0.999943, 0.000000, 0.000000, 10.000000, 4314.849925, 0.000000, 0.000000, 4314.849925, 0.000000, 0.000000, 0.000000, 0.000000, 0.100000, 1.000000, 4314.567961, 0.000000, 0.000000, 0.000000, 0.000000, 4314.567961, 40.000000, 400.000000, 150000.000000, 40.000000, 0.000214, 0.108286, 3922.193674, -392.266000, 4314.567961, 0.000214, 0.000214, 0.000214, 0.000214, -0.000214, 4314.567961, 4314.567961, -0.000000, -0.000214, -0.000214, -0.000214, 3922.193674, 3922.193674, 0.000214, -0.000000, -0.000214, 0.000000, -392.266000, 0.000214, 40.000000, 0.000214, 4314.567961, 4314.567961, 4314.567961, 4314.567961, -0.000214, 0.000000, 0.000214, 4314.567961, 0.000000, 3922.365097, 0.000214, 0.500002, -0.000214, 0.028764, 0.028766, 0.108286, 0.008569, 0.000000, 0.000214, 0.500002, 0.500000, 0.000214, 0.500002
1, 3922.326439, 400.000000, 15000.000000, 400.000000, 0.000087, -0.205829, -3922.660000, 3922.454171, 0.000087, 0.000087, 0.000087, 0.000128, 3922.454171, 3922.326439, 0.127732, 0.000128, 0.000128, 0.000128, -0.205829, -0.205829, 0.000087, 0.127732, 0.000128, 1000.000000, -3922.660000, 0.000087, 400.000000, 0.000087, 3922.454171, 3922.454171, 3922.454171, 3922.454171, 0.000128, 0.000214, 0.000087, 3922.454171, 0.000161, 0.999944, 0.000128, 0.261488, 0.261511, -0.205829, 0.034601, 0.000000, 0.000087, 0.999944, 1.000000, 0.000087, 0.999944, 0.100000, 6.217388, 10.000000, 4314.567961, 6.217388, 6.217388, 4314.567961, 0.100000, 0.100000, 0.100000, 0.100000, 0.100000, 1.000000, 4314.276786, 6.217388, 0.100000, -0.065797, 0.000000, 4314.276786, 40.000000, 400.000000, 150000.000000, 40.000000, 0.000161, -0.354311, 3922.365097, -392.266000, 4314.276786, 0.000161, 0.000161, 0.000161, 0.000161, -0.000161, 4314.276786, 4314.276786, -0.000000, -0.000161, -0.000161, -0.000161, 3922.365097, 3922.365097, 0.000161, -0.000000, -0.000161, 0.000000, -392.266000, 0.000161, 40.000000, 0.000161, 4314.276786, 4314.276786, 4314.276786, 4314.276786, -0.000161, 0.000000, 0.000161, 4314.276786, 6.217388, 3922.454171, 0.000161, 0.500004, -0.000161, 0.028762, 0.028766, -0.354311, 0.006443, 0.000000, 0.000161, 0.500004, 0.500000, 0.000161, 0.500004
1.01, 3922.338229, 400.000000, 15000.000000, 400.000000, 0.000080, -0.240973, -3922.660000, 3922.419027, 0.000080, 0.000080, 0.000080, 0.000081, 3922.419027, 3922.338229, 0.080798, 0.000081, 0.000081, 0.000081, -0.240973, -0.240973, 0.000080, 0.080798, 0.000081, 1000.000000, -3922.660000, 0.000080, 400.000000, 0.000080, 3922.419027, 3922.419027, 3922.419027, 3922.419027, 0.000081, 0.000161, 0.000080, 3922.419027, 1.093336, 0.999945, 0.000081, 0.261489, 0.261511, -0.240973, 0.032110, 0.000000, 0.000080, 0.999945, 1.000000, 0.000080, 0.999945, 0.100000, 3.316903, 10.000000, 4314.276786, 3.316903, 3.316903, 4314.276786, 0.100000, 0.100000, 0.100000, 0.100000, 0.100000, 1.000000, 12940.971221, 3.316903, 0.100000, -2.966283, 0.000000, 12940.971221, 40.000000, 400.000000, 150000.000000, 40.000000, 1.093336, 8626.251050, 3922.454171, -392.266000, 12940.971221, 1.093336, 1.093336, 1.093336, 1.093336, 5.124052, 12940.971221, 12940.971221, 0.000000, 5.124052, 5.124052, 5.124052, 3922.454171, 3922.454171, 1.093336, 0.000000, 5.124052, 0.000000, -392.266000, 1.093336, 40.000000, 1.093336, 12940.971221, 12940.971221, 12940.971221, 12940.971221, 5.124052, 6.217388, 1.093336, 12940.971221, 3.316903, 3922.419027, 1.093336, 0.503631, 5.124052, 0.086273, 0.028766, 8626.251050, 43.733452, 0.000000, 1.093336, 0.503631, 0.500000, 1.093336, 0.503631
1.02, 4081.532727, 400.000000, 15000.000000, 400.000000, 0.028569, 1223.639575, -3922.660000, 5146.299575, 0.028569, 0.028569, 0.028569, 1.064767, 5146.299575, 4081.532727, 1064.766848, 1.064767, 1.064767, 1.064767, 1223.639575, 1223.639575, 0.028569, 1064.766848, 1.064767, 1000.000000, -3922.660000, 0.028569, 400.000000, 0.028569, 5146.299575, 5146.299575, 5146.299575, 5146.299575, 1.064767, 1.093336, 0.028569, 5146.299575, 3.538694, 1.000083, 1.064767, 0.272102, 0.261511, 1223.639575, 11.427786, 0.000000, 0.028569, 1.000083, 1.000000, 0.028569, 1.000083, 0.100000, 1.769528, 10.000000, 12940.971221, 1.769528, 1.769528, 12940.971221, 0.100000, 0.100000, 0.100000, 0.100000, 0.100000, 1.000000, 14563.560360, 1.769528, 0.100000, -4.513657, 0.000000, 14563.560360, 40.000000, 400.000000, 150000.000000, 40.000000, 3.538694, 10248.875333, 3922.419027, -392.266000, 14563.560360, 3.538694, 3.538694, 3.538694, 3.538694, -0.221791, 14563.560360, 14563.560360, -0.000000, -0.221791, -0.221791, -0.221791, 3922.419027, 3922.419027, 3.538694, -0.000000, -0.221791, 0.000000, -392.266000, 3.538694, 40.000000, 3.538694, 14563.560360, 14563.560360, 14563.560360, 14563.560360, -0.221791, 3.316903, 3.538694, 14563.560360, 1.769528, 5146.299575, 3.538694, 0.526466, -0.221791, 0.097090, 0.028766, 10248.875333, 141.547754, 0.000000, 3.538694, 0.526466, 0.500000, 3.538694, 0.526466
1.03, 4594.952966, 400.000000, 15000.000000, 400.000000, 0.124483, 4086.503875, -3922.660000, 8009.163875, 0.124483, 0.124483, 0.124483, 3.414211, 8009.163875, 4594.952966, 3414.210908, 3.414211, 3.414211, 3.414211, 4086.503875, 4086.503875, 0.124483, 3414.210908, 3.414211, 1000.000000, -3922.660000, 0.124483, 400.000000, 0.124483, 8009.163875, 8009.163875, 8009.163875, 8009.163875, 3.414211, 3.538694, 0.124483, 8009.163875, 5.348317, 1.000834, 3.414211, 0.306330, 0.261511, 4086.503875, 49.793181, 0.000000, 0.124483, 1.000834, 1.000000, 0.124483, 1.000834, 0.100000, 0.944022, 10.000000, 14563.560360, 0.944022, 0.944022, 14563.560360, 0.100000, 0.100000, 0.100000, 0.100000, 0.100000, 1.000000, 10457.102705, 0.944022, 0.100000, -5.339163, 0.000000, 10457.102705, 40.000000, 400.000000, 150000.000000, 40.000000, 5.348317, 4918.537130, 5146.299575, -392.266000, 10457.102705, 5.348317, 5.348317, 5.348317, 5.348317, -3.578789, 10457.102705, 10457.102705, -0.000000, -3.578789, -3.578789, -3.578789, 5146.299575, 5146.299575, 5.348317, -0.000000, -3.578789, 0.000000, -392.266000, 5.348317, 40.000000, 5.348317, 10457.102705, 10457.102705, 10457.102705, 10457.102705, -3.578789, 1.769528, 5.348317, 10457.102705, 0.944022, 8009.163875, 5.348317, 0.571795, -3.578789, 0.069714, 0.028766, 4918.537130, 213.932675, 0.000000, 5.348317, 0.571795, 0.500000, 5.348317, 0.571795
